1282596	Wobkent Rayoni	40	3	A	ADM3	UZ	Europe/Zaporozhye
833176	Novakova Cuka	4272306	2153917	T	MT	XK	Europe/Belgrade
833177	Jelaca	426525	2156667	T	PK	XK	Europe/Belgrade
833179	Donje Recane	4260417	2155722	P	PPL	XK	Europe/Belgrade
833181	Kuciste	4259222	2157528	P	PPL	XK	Europe/Belgrade
833185	Tirince	4261694	2152306	P	PPL	XK	Europe/Belgrade
833190	Pancelo	4250167	2156806	P	PPL	XK	Europe/Belgrade
833223	Ljubinjska Reka	4217333	2081778	H	STM	XK	Europe/Belgrade
833231	Manastirska Reka	4217389	2081556	H	STM	XK	Europe/Belgrade
833232	Drenovci	4267611	2144472	P	PPL	XK	Europe/Belgrade
833247	Mukata	4261556	21315	P	PPL	XK	Europe/Belgrade
833266	Lestanska Reka	4205222	2064722	H	STM	XK	Europe/Belgrade
833303	Kula	4203056	207375	T	PK	XK	Europe/Belgrade
833307	Livade	4203139	2072556	L	LCTY	XK	Europe/Belgrade
833308	Zagrejac	4203417	2070639	T	SLP	XK	Europe/Belgrade
833310	Lausa	4297734	2119241	P	PPLL	XK	Europe/Belgrade
833311	Kljec	4204056	207375	L	LCTY	XK	Europe/Belgrade
833312	Maja	4205333	2075833	T	PK	XK	Europe/Belgrade
833317	Kosovik	4201429	2075175	T	PK	XK	Europe/Belgrade
833319	Miljevo	4200389	2073972	L	LCTY	XK	Europe/Belgrade
833328	Kodra e Begit	4207056	2075389	T	HLL	XK	Europe/Belgrade
833330	Brinja Sahit	4206472	2077861	T	PK	XK	Europe/Belgrade
833337	Sinovna Rupa	4209278	2079528	T	SLP	XK	Europe/Belgrade
833339	Zelena Rojna	4209167	2081972	L	LCTY	XK	Europe/Belgrade
833345	Guri Pervardem	4207583	2073472	T	RK	XK	Europe/Belgrade
833349	Sulan	4208667	2074306	T	SLP	XK	Europe/Belgrade
833353	Vucak	4236361	2079778	H	STM	XK	Europe/Belgrade
833364	Spate	4297056	2097139	T	MT	XK	Europe/Belgrade
833378	Cuka e Gurve	4298389	2088861	T	MT	XK	Europe/Belgrade
833379	Kraista	4209861	2075222	L	LCTY	XK	Europe/Belgrade
833381	Rzana	4211611	2075361	L	LCTY	XK	Europe/Belgrade
833383	Pogledalo	4299722	2094944	T	MT	XK	Europe/Belgrade
833387	Crni Kamen	4211028	2079361	T	HLL	XK	Europe/Belgrade
833388	Mogila	4210694	2081389	T	SLP	XK	Europe/Belgrade
833389	Celov Kamen	4212139	2083333	T	MT	XK	Europe/Belgrade
833391	Jezeriste	4211667	208375	L	LCTY	XK	Europe/Belgrade
833394	Dancovo	4210833	2086667	L	LCTY	XK	Europe/Belgrade
833403	Ljubinski Usi	4209804	2086732	T	SDL	XK	Europe/Skopje
833407	Dupnica	4212722	2090694	L	LCTY	XK	Europe/Belgrade
833409	Mali Vrh	4213667	2089889	T	MT	XK	Europe/Belgrade
833411	Crna Karpa	4187329	2072131	T	CLF	XK	Europe/Skopje
833412	Beli Soaranj	4214389	2083833	T	SLP	XK	Europe/Belgrade
833413	Maslar	4212806	2077917	T	MT	XK	Europe/Belgrade
833415	Radika Planina	418607	2069379	T	PROM	XK	Europe/Skopje
833418	Guri i Zgatarit	4214611	2071056	T	RK	XK	Europe/Belgrade
833421	Stava	4213444	2072889	L	LCTY	XK	Europe/Belgrade
833422	Busterica	4189472	2058694	T	MT	XK	Europe/Belgrade
833423	Preslop	4213778	2077861	T	PASS	XK	Europe/Belgrade
833425	Sincina Voda	2	1	H	SPNG	XK	Europe/Belgrade
833426	Strge	4214528	2090917	L	LCTY	XK	Europe/Belgrade
833427	Trmkin Grob	4192917	2060694	T	PK	XK	Europe/Belgrade
833428	Dubrava	4276139	2052944	P	PPL	XK	Europe/Belgrade
833429	Crni Izvor	4214056	2091917	H	SPNG	XK	Europe/Belgrade
833430	Ebipski Potok	4189583	2061306	H	STM	XK	Europe/Belgrade
833431	Sokolni Kamen	4221583	2135331	T	PK	XK	Europe/Skopje
833432	Peskovi	4213972	2097972	T	MT	XK	Europe/Belgrade
833433	Serupska Reka	4190389	2059222	H	STM	XK	Europe/Belgrade
833434	Suva Reka	4189972	2062222	H	STM	XK	Europe/Belgrade
833435	Dovodenica	4215556	2098889	T	MT	XK	Europe/Belgrade
833436	Velika Planina	4215139	20965	T	MT	XK	Europe/Belgrade
833437	Jazinacko Jezero	4215198	209945	H	LK	XK	Europe/Belgrade
833438	Donje Jezero	4215306	2095722	H	LK	XK	Europe/Belgrade
833439	Gojles Molisevski	4247417	2072889	T	PK	XK	Europe/Belgrade
833440	Krusevacka Planina	4190944	2061611	T	MT	XK	Europe/Belgrade
833441	Mala Planina	4215583	2094444	T	SLP	XK	Europe/Belgrade
833442	Moravica	4215167	2092917	L	LCTY	XK	Europe/Belgrade
833443	Gradina	4247944	2085083	T	MT	XK	Europe/Belgrade
833445	Kalisev Vrh	42165	2087333	T	MT	XK	Europe/Belgrade
833446	Furna	4186667	2063444	T	SLP	XK	Europe/Belgrade
833447	Kika	4214944	2086167	T	HLL	XK	Europe/Belgrade
833448	Bacevac	4215444	1	T	HLL	XK	Europe/Belgrade
833450	Gajrak Malisevski	4246417	2074639	T	MT	XK	Europe/Belgrade
833452	Gumniste	4239917	2071111	T	MT	XK	Europe/Belgrade
833455	Gojeznik	4215889	2079833	T	MT	XK	Europe/Belgrade
833456	Gajraki i Belanices	4245139	2080167	T	MT	XK	Europe/Belgrade
833458	Kitke	4216222	2076861	T	MT	XK	Europe/Belgrade
833461	Mrsko Polje	4214694	2077028	L	LCTY	XK	Europe/Belgrade
833463	Gajrak	4245472	2078528	T	MTS	XK	Europe/Belgrade
833465	Torec	421625	2073889	L	LCTY	XK	Europe/Belgrade
833466	Sulan	4215667	2075111	T	MT	XK	Europe/Belgrade
833469	Preseka	4216694	2075861	T	HLL	XK	Europe/Belgrade
833474	Rikavec	4218333	2070139	T	HLL	XK	Europe/Belgrade
833476	Ljevun	4217944	2071306	T	HLL	XK	Europe/Belgrade
833478	Glava Izvor	4218222	2074611	H	SPNG	XK	Europe/Belgrade
833479	Siljast Kamen	4218556	2076472	T	MT	XK	Europe/Belgrade
833483	Gajrak	4242167	2082056	T	PK	XK	Europe/Belgrade
833487	Golusa	4240667	2081861	T	MT	XK	Europe/Belgrade
833490	Aslanova Cesma	4218139	2079889	H	SPNG	XK	Europe/Belgrade
833494	Grab	4238833	2078611	T	MTS	XK	Europe/Belgrade
833496	Boka	4239639	2077194	T	PK	XK	Europe/Belgrade
833500	Birac	4239361	2086472	T	MT	XK	Europe/Belgrade
833502	Popovo Prase	4218556	2096278	T	MT	XK	Europe/Belgrade
833503	Birac	4238333	2087028	T	PK	XK	Europe/Belgrade
833508	Bazaljica	4220556	2098139	T	SLP	XK	Europe/Belgrade
833509	Struge	4219722	2093667	L	LCTY	XK	Europe/Belgrade
833513	Bivoli	4220056	2089556	L	LCTY	XK	Europe/Belgrade
833517	Virovi	4220333	2086111	L	LCTY	XK	Europe/Belgrade
833518	Mokra Gora	4285722	2053639	T	MTS	XK	Europe/Belgrade
833522	Bulac	4220611	2083278	T	MT	XK	Europe/Belgrade
833524	Usi	4219667	2082528	T	MT	XK	Europe/Belgrade
833528	Pester	4219333	2081861	S	CAVE	XK	Europe/Belgrade
833530	Meckina Dupka	4219472	2080611	S	CAVE	XK	Europe/Belgrade
833531	Tociv	4218778	2080417	T	SLP	XK	Europe/Belgrade
833534	Duvska Klisura	4219611	2076806	T	GRGE	XK	Europe/Belgrade
833535	Pljos	4227083	2094972	T	PK	XK	Europe/Belgrade
833537	Dusanov Grad	4219917	2076472	S	RUIN	XK	Europe/Belgrade
833538	Vrtop	4220222	2077278	T	MT	XK	Europe/Belgrade
833541	Popova Glava	4225139	2091056	T	MT	XK	Europe/Belgrade
833544	Crni Vrh	4226861	2091694	T	PK	XK	Europe/Belgrade
833545	Grdoman	4221778	2079306	T	MT	XK	Europe/Belgrade
833547	Tumba	4222222	2083917	T	MT	XK	Europe/Belgrade
833549	Studenica	2	2098444	T	PK	XK	Europe/Belgrade
833550	Cerenacki Vrh	4221778	2087611	T	MT	XK	Europe/Belgrade
833554	Gobeljinac	4220833	2093167	T	HLL	XK	Europe/Belgrade
833558	Piljevac	4222389	2096861	L	LCTY	XK	Europe/Belgrade
833559	Crni Kamen	4221806	211875	T	HLL	XK	Europe/Belgrade
833560	Malo Borce	4222694	2095306	T	MT	XK	Europe/Belgrade
833561	Buzovik	4220778	1	T	MT	XK	Europe/Belgrade
833562	Zavoj	4223694	1	L	LCTY	XK	Europe/Belgrade
833563	Suvopolje	4230444	2081861	L	LCTY	XK	Europe/Belgrade
833564	Ostrvica	4224056	2090972	T	MT	XK	Europe/Belgrade
833565	Veliki Tupan	4221028	2116806	T	SPUR	XK	Europe/Belgrade
833566	Tromeda	4224306	2088278	T	MT	XK	Europe/Belgrade
833567	Tis Orman	4222472	2088333	L	LCTY	XK	Europe/Belgrade
833570	Siroko	4234583	2079833	L	LCTY	XK	Europe/Belgrade
833571	Tepe	4224556	2085472	T	MT	XK	Europe/Belgrade
833572	Golemo Brdo	4215972	2122028	T	MT	XK	Europe/Belgrade
833574	Sarapina	4231833	2073306	L	LCTY	XK	Europe/Belgrade
833576	Prizrensko Polje	4222583	2071111	L	LCTY	XK	Europe/Belgrade
833577	Nerezine	4232222	2077583	T	HLL	XK	Europe/Belgrade
833578	Pavlic	4200361	2069361	L	LCTY	XK	Europe/Belgrade
833579	Veleska Tarazda	4229222	2074972	L	LCTY	XK	Europe/Belgrade
833580	Borov Rid	4201611	2067889	T	SLP	XK	Europe/Belgrade
833581	Maja e Solanit	4215389	2126722	T	MT	XK	Europe/Belgrade
833582	Cuka	4238139	2076444	T	PK	XK	Europe/Belgrade
833584	Kulin Rid	42005	2064972	T	SLP	XK	Europe/Belgrade
833585	Kodra e Made	421175	2125778	T	HLL	XK	Europe/Belgrade
833586	Brezovina	4201806	2063972	L	LCTY	XK	Europe/Belgrade
833587	Grab	4236361	2076389	T	PK	XK	Europe/Belgrade
833589	Crni Vrh	4201861	2060056	T	MT	XK	Europe/Belgrade
833590	Torce	4204694	2061056	T	MT	XK	Europe/Belgrade
833593	Vrcak	4203861	2061833	T	MT	XK	Europe/Belgrade
833596	Okravno	4202917	2065861	T	MT	XK	Europe/Belgrade
833597	Javori	4202778	2068444	H	SPNG	XK	Europe/Belgrade
833598	Debelo Brdo	4211944	2123944	S	MN	XK	Europe/Skopje
833600	Belicevina	4203194	2069444	L	LCTY	XK	Europe/Belgrade
833601	Cuka	4206444	2069667	T	MT	XK	Europe/Belgrade
833604	Dubrava	4206944	2065139	L	LCTY	XK	Europe/Belgrade
833605	Garamele	4243222	2094778	T	MT	XK	Europe/Belgrade
833606	Strazna	4207861	1	L	LCTY	XK	Europe/Belgrade
833608	Podstrana	4206944	2058417	T	SLP	XK	Europe/Belgrade
833615	Cestak	4208917	2060139	L	LCTY	XK	Europe/Belgrade
833620	Bogdance	2	1	T	HLL	XK	Europe/Belgrade
833624	Rihna	2	2066861	T	HLL	XK	Europe/Belgrade
833627	Rudina	4208806	2067917	L	LCTY	XK	Europe/Belgrade
833628	Lopusnik	4212333	206675	L	LCTY	XK	Europe/Belgrade
833629	Vlacija	4213278	206775	T	HLL	XK	Europe/Belgrade
833642	Korenik	4241472	2095111	T	MT	XK	Europe/Belgrade
833644	Grecinje	4235833	2096167	T	MT	XK	Europe/Belgrade
833647	Piribeg	4217495	2105524	T	RDGE	XK	Europe/Skopje
833648	Strbacko Jezero	4219083	2107333	H	LK	XK	Europe/Belgrade
833708	Kocanica	4223694	2100222	T	PK	XK	Europe/Belgrade
833709	Mrsejca	4224028	2106611	T	PK	XK	Europe/Belgrade
833710	Crni Vrh	4223444	2108972	T	MT	XK	Europe/Belgrade
833711	Kafedzija	4221611	2113694	H	SPNG	XK	Europe/Belgrade
833712	Bela Voda	4221833	2113639	H	SPNG	XK	Europe/Belgrade
833713	Sapotnicki Ljak	4223222	2113028	T	SPUR	XK	Europe/Belgrade
833714	Mali Tupan	4221278	21195	T	MT	XK	Europe/Belgrade
833715	Kukinagledski Vrv	4216611	2104917	T	PK	XK	Europe/Skopje
833723	Belo Brdo	4216139	2120611	T	MT	XK	Europe/Belgrade
833728	Planinarski Dom Stojkova Kuca	4218417	2102583	S	HUT	XK	Europe/Belgrade
833733	Zeleznicka Stanica Kacanik	4223306	2125528	S	RSTN	XK	Europe/Belgrade
833734	Zeleznicka Stanica Deneral Jankovic	4215056	2129417	S	RSTN	XK	Europe/Belgrade
833741	Ahista e Gurzez	4213694	2063111	T	MT	XK	Europe/Belgrade
833743	Bacila Stara Zurska	4212667	2060722	S	CRRL	XK	Europe/Belgrade
833746	Prslina	4214972	2058194	H	SPNG	XK	Europe/Belgrade
833748	Toplicane	42325	208025	P	PPL	XK	Europe/Belgrade
833749	Boka Ostrovices	4215139	2060083	T	HLL	XK	Europe/Belgrade
833751	Durza	4215194	2061167	T	MT	XK	Europe/Belgrade
833753	Sopinski Most	423275	2080472	S	BDG	XK	Europe/Belgrade
833755	Hajducka Cesma	421425	2065861	H	SPNG	XK	Europe/Belgrade
833757	Peljevica	42155	2065417	L	LCTY	XK	Europe/Belgrade
833760	Gracanica	4215111	2066083	L	LCTY	XK	Europe/Belgrade
833763	Brutska Glava	4214556	2068694	T	MT	XK	Europe/Belgrade
833768	Cikovec	4216056	2068833	T	SLP	XK	Europe/Belgrade
833772	Listran	4218722	2066861	T	HLL	XK	Europe/Belgrade
833777	Krevi i Puljes	4215917	2063694	T	MT	XK	Europe/Belgrade
833778	Brinja	4217056	2063222	T	MT	XK	Europe/Belgrade
833781	Golo Brdo	4216778	2066944	T	MT	XK	Europe/Belgrade
833784	Zegura	4218389	2063778	T	HLL	XK	Europe/Belgrade
833787	Ceja	4217139	2060528	T	HLL	XK	Europe/Belgrade
833789	Kregza	4218333	2057944	T	CLF	XK	Europe/Belgrade
833793	Zginje	421975	2059917	L	LCTY	XK	Europe/Belgrade
833794	Gomen	4219417	2063333	L	LCTY	XK	Europe/Belgrade
833795	Krevi i Kaljbit	4218806	2062472	H	SPNG	XK	Europe/Belgrade
833799	Lagemi i Manes	4219806	2062694	H	SPNG	XK	Europe/Belgrade
833801	Atmegdan	4222444	2069556	L	LCTY	XK	Europe/Belgrade
833802	Gorica	4221917	2064889	T	RDGE	XK	Europe/Belgrade
833803	Maja e Bokrovsa	4221111	2060667	T	MT	XK	Europe/Belgrade
833807	Ponare	4220861	2056222	T	SLP	XK	Europe/Belgrade
833814	Spela e Maljokit	422175	2053083	T	SINK	XK	Europe/Belgrade
833820	Cuka Liken	4223917	2049778	T	MT	XK	Europe/Belgrade
833827	Krbos	422375	2055306	T	HLL	XK	Europe/Belgrade
833829	Trums	422425	2057083	T	SLP	XK	Europe/Belgrade
833832	Kalaja	4224444	2058583	T	MT	XK	Europe/Belgrade
833835	Ara e Gat	4222861	2059306	T	MT	XK	Europe/Belgrade
833836	Konaj	4224139	2063361	L	LCTY	XK	Europe/Belgrade
833838	Tumba	4224222	2066917	T	HLL	XK	Europe/Belgrade
834113	Hajla	4276751	2009175	T	MT	XK	Europe/Belgrade
834115	Jablanica	4272778	2032667	H	STM	XK	Europe/Belgrade
834287	Adzovica Reka	4269139	2007972	H	STM	XK	Europe/Belgrade
834306	Leletiq	4253472	2100139	P	PPL	XK	Europe/Belgrade
834339	Karaula Mustafa Hasic	4223639	2050389	S	PSTP	XK	Europe/Belgrade
834341	Cafa Maruzi Broj 27	42275	2044694	S	PSTP	XK	Europe/Belgrade
834346	Cafa Mular	4224944	2048861	S	PSTP	XK	Europe/Belgrade
834347	Cafa Liken	4223361	205025	S	PSTP	XK	Europe/Belgrade
834348	Pastrik	4222917	2051611	S	PSTP	XK	Europe/Belgrade
834349	Gorozupska Bacila	4219972	2052972	S	PSTP	XK	Europe/Belgrade
834350	Karaula Gorozup	42175	205425	S	PSTP	XK	Europe/Belgrade
834351	Karaula Veljko Vlahovic	4215694	2054889	S	PSTB	XK	Europe/Belgrade
834353	Vrbnica Broj 38	4215583	2055111	S	PSTP	XK	Europe/Belgrade
834354	Pljes	4214944	2056278	S	PSTP	XK	Europe/Belgrade
834356	Vrbnicka Bacila	4213722	2056028	S	PSTP	XK	Europe/Belgrade
834358	Knjazevac	4212167	2056861	S	PSTP	XK	Europe/Belgrade
834359	Karaula Sedmog Jula	4239444	2022333	S	PSTP	XK	Europe/Belgrade
834361	Karaula Bratstvo	4232333	2025889	S	PSTP	XK	Europe/Belgrade
834362	Karaula Babaj-Baks	4235389	2031167	S	PSTP	XK	Europe/Belgrade
834363	Qafa e Kashles	4232167	2027639	T	PASS	XK	Europe/Belgrade
834365	Cafa e Prusit	4230444	2038111	S	PSTP	XK	Europe/Belgrade
834366	Karaula Deva	423375	1	S	PSTP	XK	Europe/Belgrade
834367	Karaula Stojanovic	4212222	2057139	S	PSTP	XK	Europe/Belgrade
834368	Koritnik Broj 41	4210833	2056278	S	PSTP	XK	Europe/Belgrade
834369	Koritnik Broj 42	4209222	2056361	S	PSTP	XK	Europe/Belgrade
834370	Koritnik Broj Cetrdeset Tri	4207056	2056361	S	PSTP	XK	Europe/Belgrade
834371	Karaula Dvadeset Peti Maj	4206306	2058083	S	PSTP	XK	Europe/Belgrade
834372	Veliki Krstac	2	2057528	S	PSTP	XK	Europe/Belgrade
834373	Mali Krstac	4205639	2058083	S	PSTP	XK	Europe/Belgrade
834374	Karaula Orcusa	4204056	2059944	S	PSTP	XK	Europe/Belgrade
834375	Rajkov Kladenac	4202861	205975	S	PSTP	XK	Europe/Belgrade
834376	Karaula Cestak	4201167	2061694	S	PSTP	XK	Europe/Belgrade
834377	Borski Put	4201111	2060861	S	PSTP	XK	Europe/Belgrade
834378	Jasika	4198833	2061361	S	PSTP	XK	Europe/Belgrade
834379	Sistevacki Put	41975	2062472	S	PSTP	XK	Europe/Belgrade
834380	Milenkovic	4196361	2062694	S	PSTP	XK	Europe/Belgrade
834381	Murga	4193778	2061833	S	PSTP	XK	Europe/Belgrade
834382	Trmkin Grob	4192833	2060639	S	PSTP	XK	Europe/Belgrade
834383	Kalabak	4191639	2058278	S	PSTP	XK	Europe/Belgrade
834384	Karaula Restelica	4193972	2065361	S	PSTP	XK	Europe/Belgrade
834385	Caljanska Reka	4190417	2058389	S	PSTP	XK	Europe/Belgrade
834386	Police Post	4190667	2059139	S	PSTP	XK	Europe/Belgrade
834387	Karaula Sara	4189611	2060722	S	PSTP	XK	Europe/Belgrade
834388	Busterica	4189472	205875	S	PSTP	XK	Europe/Belgrade
834390	Karaula Zulfaj	4230139	2040278	S	PSTP	XK	Europe/Belgrade
834392	Cafa e Mularit	4224306	2049611	T	PASS	XK	Europe/Belgrade
834395	Mitar Vojinovic	4232417	2029361	S	PSTP	XK	Europe/Belgrade
834397	Karaula Zilovic	4255833	2010667	S	PSTP	XK	Europe/Belgrade
834399	Karaula Deravica	4252639	2016667	S	PSTP	XK	Europe/Belgrade
834414	Jarinje	4320028	2072056	P	PPL	XK	Europe/Belgrade
834826	Jasici	4300778	209625	P	PPL	XK	Europe/Belgrade
834827	Tairovici	430025	2095306	P	PPL	XK	Europe/Belgrade
834835	Knezevo Brdo	4309583	2089167	P	PPL	XK	Europe/Belgrade
834844	Dratnica	4304694	2089667	P	PPL	XK	Europe/Belgrade
834857	Mikulina	4305472	2084667	P	PPL	XK	Europe/Belgrade
834877	Bataire	4300194	2087694	P	PPL	XK	Europe/Belgrade
834885	Sarci	4303806	2080611	P	PPL	XK	Europe/Belgrade
834918	Mijalovici	4320583	207275	P	PPL	XK	Europe/Belgrade
834922	Petkovac	4315528	2070028	P	PPL	XK	Europe/Belgrade
834924	Grcevo	4318694	2070028	P	PPL	XK	Europe/Belgrade
834929	Grkajci	4315167	2070722	P	PPL	XK	Europe/Belgrade
834930	Ravni	4315361	2072833	P	PPLL	XK	Europe/Belgrade
834934	Birovo	4305111	2076917	P	PPL	XK	Europe/Belgrade
834948	Jankov Potok	4300861	2077833	P	PPL	XK	Europe/Belgrade
834952	Kraliste	4319944	2076444	L	LCTY	XK	Europe/Belgrade
834984	Gornja Trnavica	4309833	21065	P	PPL	XK	Europe/Belgrade
835069	Canoga	4301056	211025	P	PPL	XK	Europe/Belgrade
835074	Donja Repa	4302194	2113694	P	PPL	XK	Europe/Belgrade
835235	Sipovo	4301722	2067222	P	PPL	XK	Europe/Belgrade
835256	Erska Cukara	4302028	2068111	T	PK	XK	Europe/Belgrade
835300	Zapis	2	2065806	T	MT	XK	Europe/Belgrade
835457	Mali Kom	431675	2069056	T	MT	XK	Europe/Belgrade
835460	Beden	4317417	2065194	T	HLL	XK	Europe/Belgrade
835495	Divicica	4318917	2063083	T	MT	XK	Europe/Belgrade
835498	Grab	4317444	2061139	T	MT	XK	Europe/Belgrade
835546	Babina Stena	4321028	2060111	T	MT	XK	Europe/Belgrade
835550	Baljevac	4320444	2067306	T	MT	XK	Europe/Belgrade
835552	Veliki Bukovik	4320917	2065472	T	MT	XK	Europe/Belgrade
835599	Karaula	4323833	2081111	T	MT	XK	Europe/Belgrade
835619	Kalem	4320028	2079222	T	MT	XK	Europe/Belgrade
835621	Srednja	4318111	2074889	T	MT	XK	Europe/Belgrade
835623	Bare	4316944	2072944	P	PPL	XK	Europe/Belgrade
835625	Kulina	4316417	2077306	T	RDGE	XK	Europe/Belgrade
835626	Borikovac	4314861	2079583	L	LCTY	XK	Europe/Belgrade
835628	Lovcen Potok	4316556	2080972	P	PPL	XK	Europe/Belgrade
835629	Bilo	4317917	2083111	T	MT	XK	Europe/Belgrade
835632	Kula	4315444	2089306	T	MT	XK	Europe/Belgrade
835634	Lepcinjak	4310306	2096694	T	RDGE	XK	Europe/Belgrade
835635	Koznica	4310528	2092611	T	MT	XK	Europe/Belgrade
835636	Kamilja	4310639	2082389	T	MT	XK	Europe/Belgrade
835637	Cukar	4312583	2079972	T	MT	XK	Europe/Belgrade
835638	Sanac	4310833	2076417	T	MT	XK	Europe/Belgrade
835639	Papratnjaca	4311722	207325	T	MT	XK	Europe/Belgrade
835640	Veliki Vrh	4311528	2072083	T	MT	XK	Europe/Belgrade
835641	Ivanje	4306833	2077306	P	PPL	XK	Europe/Belgrade
835642	Gudzaliste	4308722	20795	T	HLL	XK	Europe/Belgrade
835643	Cuculin	4309111	2087639	T	MT	XK	Europe/Belgrade
835644	Kita	4307417	1	T	MT	XK	Europe/Belgrade
835645	Leskove Glave	4307778	209075	T	MT	XK	Europe/Belgrade
835646	Kurilovo	4309278	1	T	MT	XK	Europe/Belgrade
835647	Ploca	4304389	2094583	T	PK	XK	Europe/Belgrade
835648	Glavica	4303778	2090833	T	MT	XK	Europe/Belgrade
835649	Crvena Stena	4303472	2076472	T	MT	XK	Europe/Belgrade
835650	Cukara	4302889	2073111	T	MT	XK	Europe/Belgrade
835651	Plakaonica	4300167	2070056	T	MT	XK	Europe/Belgrade
835653	Vucanska Reka	4304417	2081361	H	STM	XK	Europe/Belgrade
836055	Bajrak	4301889	2101667	T	PK	XK	Europe/Belgrade
855028	Ahista	4274528	2002694	L	LCTY	XK	Europe/Belgrade
855029	Kodra Vuqeniqe	42.74	2002778	T	SPUR	XK	Europe/Belgrade
855030	Stanilovica	42.75	2003333	T	RDGE	XK	Europe/Belgrade
855031	Qafa e Brezes	42.74	1	T	PASS	XK	Europe/Belgrade
855032	Ornice	4274778	2004583	L	LCTY	XK	Europe/Belgrade
855033	Dem Boge	4274583	2004972	P	PPL	XK	Europe/Belgrade
855034	Rexh Boge	4274583	2005444	P	PPL	XK	Europe/Belgrade
855036	Beqiraj	4274111	1	P	PPL	XK	Europe/Belgrade
855037	Qafa e Ibralis	4274389	2006667	T	PASS	XK	Europe/Belgrade
855039	Shkalska Dol	427475	200775	T	VAL	XK	Europe/Belgrade
855040	Husaj	4274111	2008083	P	PPL	XK	Europe/Belgrade
855041	Koshutanski Asht	4274389	2009278	L	LCTY	XK	Europe/Belgrade
855042	Lekiqi	4274528	2010583	P	PPL	XK	Europe/Belgrade
855043	Maja e Zez	4273972	2011694	T	MT	XK	Europe/Belgrade
855044	Lugu i Gjat	427375	201075	T	VAL	XK	Europe/Belgrade
855045	Mali i Mazit	4272639	2011833	T	MT	XK	Europe/Belgrade
855046	Shkalla	4273222	2011417	H	STMI	XK	Europe/Belgrade
855047	Vrela	4272972	2009917	L	LCTY	XK	Europe/Belgrade
855048	Maja e Lazit	4272083	2010111	T	MT	XK	Europe/Belgrade
855049	Redzici	4273667	2009944	P	PPL	XK	Europe/Belgrade
855050	Lugu i Omerit	4272639	2007917	T	VAL	XK	Europe/Belgrade
855051	Lugu i Love	4272472	2007278	T	VAL	XK	Europe/Belgrade
855052	Gura e Omerit	4272833	200775	H	SPNG	XK	Europe/Belgrade
855053	Vrela	4273167	200625	H	SPNG	XK	Europe/Belgrade
855054	Businje	42735	2005361	L	LCTY	XK	Europe/Belgrade
855055	Gura e Vocen	4273333	2004861	H	SPNG	XK	Europe/Belgrade
855056	Gura e Baces	4273056	2004861	H	SPNG	XK	Europe/Belgrade
855057	Breze	4273417	2003861	L	LCTY	XK	Europe/Belgrade
855058	Priqin Breg	4273278	1	T	SPUR	XK	Europe/Belgrade
855059	Livadhet  Agjovica	427225	2002778	L	LCTY	XK	Europe/Belgrade
855060	Bukur Livadhe	42.73	2002083	L	LCTY	XK	Europe/Belgrade
855065	Breze	4271389	2002778	L	LCTY	XK	Europe/Belgrade
855067	Kodra e Kurtit	4270639	2003361	T	SLP	XK	Europe/Belgrade
855068	Terezija	4271806	2005028	L	LCTY	XK	Europe/Belgrade
855069	Kodra e Haljiljit	42705	2004333	T	SLP	XK	Europe/Belgrade
855070	Cukaj	4270722	2005333	P	PPL	XK	Europe/Belgrade
855071	Laze	42705	2005889	L	LCTY	XK	Europe/Belgrade
855072	Brigje	4271167	2006083	L	LCTY	XK	Europe/Belgrade
855073	Bare	4270333	2007306	L	LCTY	XK	Europe/Belgrade
855074	Kroni i Stanikut	427225	2007694	H	STMI	XK	Europe/Belgrade
855075	Duganjivski Ast	4270611	200925	L	LCTY	XK	Europe/Belgrade
855076	Kodra Stog	4270278	2009389	T	MT	XK	Europe/Belgrade
855077	Lumi Dukagjin	4271694	2010639	H	STM	XK	Europe/Belgrade
855078	Qetat	4270222	2010861	L	LCTY	XK	Europe/Belgrade
855079	Podet	4270639	2011111	T	MT	XK	Europe/Belgrade
855080	Laze	4271556	201175	L	LCTY	XK	Europe/Belgrade
855081	Salaj	4270583	2011889	P	PPL	XK	Europe/Belgrade
855082	Stanet e Selimaj	4269472	2011972	L	LCTY	XK	Europe/Belgrade
855083	Sehu i Plans	4269667	2010417	H	STM	XK	Europe/Belgrade
855084	Balaj	4269417	2009361	P	PPL	XK	Europe/Belgrade
855085	Mali i Qel Osmanit	4268778	2008833	L	LCTY	XK	Europe/Belgrade
855086	Necinat i Dresajt	4268389	2008583	L	LCTY	XK	Europe/Belgrade
855087	Breg Kuqishte	426975	200825	P	PPL	XK	Europe/Belgrade
855088	Necinat i Devukaj	4268667	2007639	L	LCTY	XK	Europe/Belgrade
855089	Zare	4269806	2006611	L	LCTY	XK	Europe/Belgrade
855090	Zeleni Kamen	4269722	2004528	L	LCTY	XK	Europe/Belgrade
855091	Ornice	4269917	2005167	L	LCTY	XK	Europe/Belgrade
855109	Sehu Necinat	42685	2009694	H	STM	XK	Europe/Belgrade
855110	Lugu i Durices	4267917	2009528	T	VAL	XK	Europe/Belgrade
855111	Lugu i Shkodres	4267278	2009778	T	CLF	XK	Europe/Belgrade
855112	Liqeni i Dreljes	426675	2009917	H	LK	XK	Europe/Belgrade
855114	Lazi i Live	4268111	2011639	L	LCTY	XK	Europe/Belgrade
